Amount,Hour,Frequency,Receiver_Known,Deviation,Location_New,Transactions_Last_1min,Class
1632,6,0,1,1.6320000000000001,1,0,0
12042,20,1,0,12.042,1,1,0
114974,18,5,0,100.0,0,5,1
21716,4,1,1,21.715999999999998,0,1,0
156616,6,2,1,100.0,1,2,0
17219,3,1,1,17.219,0,1,0
81168,5,1,1,81.16799999999999,0,1,0
27430,23,2,1,27.43,0,2,0
119,0,5,1,0.11900000000000001,0,5,0
192537,6,3,1,100.0,1,3,0
156362,7,3,1,100.0,1,3,0
101185,7,0,0,100.0,1,0,1
151464,9,2,0,100.0,0,2,0
63750,11,4,0,63.74999999999999,1,4,1
156872,22,2,1,100.0,1,2,0
116288,16,0,1,100.0,0,0,0
132399,16,3,1,100.0,0,3,0
46779,14,2,1,46.778999999999996,0,2,0
192971,11,3,1,100.0,1,3,0
74002,7,3,1,74.002,0,3,0
157214,0,3,1,100.0,1,3,0
68319,21,0,0,68.319,0,0,0
134790,7,4,0,100.0,1,4,0
118046,16,2,1,100.0,0,2,0
11494,8,1,1,11.494,0,1,0
198384,18,2,1,100.0,0,2,0
32726,17,2,0,32.726,0,2,0
147934,16,0,1,100.0,1,0,1
51934,8,3,0,51.934000000000005,0,3,0
55723,11,0,0,55.723,0,0,0
90082,20,3,1,90.082,0,3,0
110187,10,2,1,100.0,1,2,0
2283,20,3,0,2.283,1,3,0
148467,8,5,0,100.0,0,5,1
3767,14,1,0,3.7670000000000003,1,1,0
80493,12,0,1,80.49300000000001,0,0,0
23904,5,3,0,23.904,0,3,0
22436,0,3,1,22.436,0,3,0
126516,9,4,0,100.0,0,4,1
106172,11,5,1,100.0,1,5,1
54574,4,3,1,54.574,1,3,0
26824,7,1,1,26.823999999999998,0,1,0
106829,18,4,0,100.0,0,4,1
147507,3,1,1,100.0,1,1,1
76696,14,2,1,76.696,0,2,0
13146,6,1,0,13.145999999999999,0,1,0
194017,16,3,0,100.0,0,3,0
180451,6,3,1,100.0,0,3,0
35814,14,3,1,35.814,0,3,0
36752,6,2,1,36.752,0,2,0
30058,1,0,1,30.058,1,0,0
58235,19,1,1,58.23500000000001,1,1,0
115425,11,1,1,100.0,0,1,0
35305,6,3,0,35.305,0,3,0
42820,10,0,0,42.82,1,0,0
103649,14,3,0,100.0,1,3,1
167257,10,0,1,100.0,0,0,0
92306,18,1,1,92.306,0,1,0
193927,10,2,1,100.0,0,2,0
75266,21,2,1,75.266,1,2,0
155203,15,5,1,100.0,0,5,0
102611,5,1,1,100.0,0,1,0
157922,21,1,0,100.0,0,1,0
199296,20,5,1,100.0,0,5,0
8142,7,0,0,8.142000000000001,0,0,0
97929,4,3,1,97.929,0,3,0
190651,18,4,1,100.0,0,4,1
9212,23,0,1,9.212,1,0,0
36571,1,2,0,36.571,0,2,0
33097,21,0,0,33.097,1,0,0
63404,9,0,0,63.404,0,0,0
101789,8,1,0,100.0,0,1,0
87280,12,2,1,87.28,0,2,0
197725,6,1,0,100.0,0,1,0
127243,22,0,1,100.0,0,0,0
176180,10,3,0,100.0,0,3,0
151559,1,2,1,100.0,1,2,0
9151,18,1,1,9.151,0,1,0
57222,10,5,0,57.221999999999994,0,5,1
193649,14,2,1,100.0,0,2,0
80220,4,3,0,80.22,0,3,0
64270,16,1,0,64.27000000000001,0,1,0
127114,7,1,1,100.0,0,1,0
58194,4,1,0,58.194,0,1,0
94729,3,0,1,94.729,1,0,0
185111,9,2,1,100.0,1,2,0
87827,22,3,0,87.827,0,3,0
180015,11,1,1,100.0,1,1,0
171919,10,0,0,100.0,1,0,1
37164,14,0,1,37.164,1,0,0
79355,5,3,0,79.355,1,3,0
144042,22,4,1,100.0,1,4,1
2067,6,3,1,2.067,0,3,0
140159,8,5,0,100.0,1,5,0
21545,6,4,1,21.545,1,4,0
77725,2,2,1,77.725,0,2,0
38671,2,1,1,38.671,1,1,0
95256,13,3,1,95.256,1,3,0
105514,10,0,1,100.0,0,0,0
116915,12,3,1,100.0,0,3,0
78065,21,3,1,78.065,0,3,0
127997,13,5,1,100.0,1,5,0
122091,11,2,0,100.0,1,2,1
131772,11,1,1,100.0,0,1,0
26369,2,5,0,26.369,0,5,0
187798,23,1,1,100.0,0,1,0
199081,4,4,0,100.0,0,4,0
63027,21,0,1,63.027,0,0,0
95672,18,2,1,95.672,1,2,0
117789,21,3,1,100.0,0,3,0
58391,17,1,0,58.391000000000005,0,1,0
51431,22,1,0,51.431000000000004,1,1,0
21530,1,4,0,21.529999999999998,0,4,0
11808,23,5,1,11.808,1,5,0
173834,0,2,1,100.0,0,2,0
12737,23,2,0,12.737000000000002,1,2,0
39182,9,2,1,39.182,0,2,0
36751,7,1,0,36.751,0,1,0
4840,13,3,0,4.84,0,3,0
102403,11,3,1,100.0,1,3,0
94931,2,1,1,94.931,1,1,0
95929,14,2,1,95.929,0,2,0
328,6,5,0,0.328,0,5,1
115391,8,3,1,100.0,0,3,0
20942,9,5,1,20.942,1,5,0
5979,19,3,0,5.979,1,3,0
51668,20,3,1,51.668000000000006,0,3,0
21259,22,0,0,21.259,1,0,0
193312,0,2,1,100.0,0,2,0
13576,14,5,1,13.575999999999999,0,5,1
43725,12,0,1,43.725,1,0,0
10681,20,0,1,10.681000000000001,1,0,0
46440,20,3,0,46.44,0,3,0
91485,3,0,1,91.485,0,0,1
69092,13,4,1,69.092,0,4,0
114067,7,0,1,100.0,1,0,0
49717,15,1,0,49.717,0,1,0
14586,6,2,1,14.585999999999999,0,2,0
187485,4,3,0,100.0,1,3,1
3464,4,1,0,3.4639999999999995,0,1,0
143154,16,3,0,100.0,0,3,0
153236,14,0,1,100.0,1,0,0
59433,16,1,1,59.433,1,1,0
68596,22,2,1,68.596,1,2,0
91738,3,1,1,91.738,1,1,0
102312,5,3,1,100.0,1,3,0
29421,19,0,1,29.421000000000003,0,0,0
22141,2,1,1,22.141,1,1,0
42061,11,0,0,42.061,0,0,0
72211,20,5,0,72.211,1,5,1
69595,19,3,1,69.595,1,3,0
66645,18,2,1,66.645,1,2,0
160187,23,0,1,100.0,1,0,0
188036,19,1,1,100.0,0,1,0
25465,7,0,0,25.465,0,0,0
26321,19,0,1,26.321,1,0,0
597,8,0,1,0.597,0,0,0
63865,8,5,1,63.865,0,5,0
112389,16,5,0,100.0,1,5,0
153992,13,0,1,100.0,0,0,0
183176,11,3,0,100.0,1,3,1
26062,9,2,1,26.062,1,2,0
179397,13,2,0,100.0,0,2,0
87961,5,2,0,87.961,1,2,0
10538,17,0,1,10.538,1,0,0
136887,11,5,0,100.0,1,5,0
38959,7,0,0,38.958999999999996,0,0,0
140340,15,2,1,100.0,1,2,0
22741,10,2,0,22.741,0,2,0
197510,12,0,0,100.0,0,0,0
95211,16,4,0,95.211,0,4,1
8470,22,4,1,8.469999999999999,1,4,0
123718,3,2,1,100.0,1,2,0
108166,11,4,0,100.0,0,4,0
8578,23,1,0,8.578,0,1,0
30529,1,0,1,30.529,0,0,0
109560,10,3,1,100.0,1,3,0
20900,12,0,1,20.9,0,0,0
89348,2,2,0,89.348,1,2,0
77607,20,1,1,77.607,0,1,0
21466,17,1,1,21.465999999999998,1,1,0
86719,20,0,1,86.71900000000001,0,0,0
32472,16,3,0,32.472,0,3,0
30790,11,3,0,30.79,1,3,0
18980,12,2,1,18.98,0,2,0
29405,10,2,1,29.404999999999998,0,2,0
85440,18,0,0,85.44,0,0,0
172872,8,4,0,100.0,1,4,1
32368,11,1,1,32.368,0,1,0
2916,18,2,1,2.916,0,2,0
69430,0,2,0,69.43,0,2,0
31983,15,3,1,31.983,1,3,0
113046,3,2,0,100.0,0,2,0
13412,23,1,1,13.411999999999999,0,1,0
19220,3,4,0,19.220000000000002,1,4,1
13900,0,1,0,13.900000000000002,1,1,0
161715,16,3,1,100.0,0,3,0
18507,5,2,1,18.507,0,2,0
186859,6,0,1,100.0,1,0,1
172327,20,4,0,100.0,0,4,1
48196,18,5,0,48.196,1,5,0
169291,6,0,1,100.0,0,0,0
59510,2,4,1,59.51,0,4,1
29670,16,1,0,29.67,1,1,0
189931,13,2,1,100.0,1,2,1
36893,8,3,0,36.893,0,3,0
175877,4,0,1,100.0,0,0,0
18614,14,1,1,18.614,0,1,0
5364,23,1,0,5.364,0,1,0
109456,21,0,0,100.0,0,0,0
29969,7,3,1,29.969,1,3,0
78065,5,1,1,78.065,0,1,0
319,16,4,1,0.319,0,4,0
114656,13,3,1,100.0,1,3,0
138361,2,1,1,100.0,0,1,0
189674,11,4,1,100.0,0,4,0
19030,8,3,1,19.03,1,3,0
103209,4,0,1,100.0,0,0,0
178196,6,0,1,100.0,0,0,0
136875,3,2,1,100.0,0,2,0
70784,20,1,1,70.784,1,1,0
46278,13,2,0,46.278000000000006,0,2,0
143576,19,2,1,100.0,0,2,0
2117,1,2,1,2.117,0,2,0
37837,3,2,0,37.836999999999996,1,2,0
153527,5,3,0,100.0,0,3,0
112930,22,0,1,100.0,1,0,0
109234,23,0,0,100.0,1,0,0
190699,19,3,1,100.0,0,3,0
40252,23,0,1,40.251999999999995,0,0,0
177184,16,3,0,100.0,1,3,0
79817,4,3,1,79.81700000000001,1,3,0
25694,16,0,1,25.694,1,0,0
95727,1,5,1,95.72699999999999,0,5,1
94071,1,0,0,94.071,0,0,0
186556,5,1,1,100.0,0,1,0
184265,0,5,1,100.0,0,5,1
114909,8,0,1,100.0,0,0,0
44896,2,3,0,44.896,1,3,0
196375,6,2,0,100.0,1,2,1
5696,12,4,1,5.696,1,4,0
156906,5,0,1,100.0,0,0,0
57035,8,3,0,57.035000000000004,1,3,0
192273,21,3,1,100.0,1,3,1
99978,20,5,1,99.978,0,5,1
111949,16,1,1,100.0,0,1,0
191109,16,0,1,100.0,1,0,0
30245,11,0,1,30.245,1,0,0
28146,22,3,0,28.145999999999997,1,3,0
98480,22,2,0,98.48,0,2,0
39846,18,3,1,39.846,0,3,0
23332,3,1,1,23.332,1,1,0
74916,13,1,1,74.91600000000001,0,1,0
33842,17,2,0,33.842,0,2,0
52949,7,0,1,52.949,1,0,0
32199,20,2,0,32.199,1,2,0
163339,12,3,1,100.0,1,3,0
59138,10,3,0,59.138000000000005,1,3,1
114322,17,1,1,100.0,1,1,0
33022,1,2,1,33.022,0,2,0
7262,6,1,0,7.2620000000000005,0,1,0
142707,17,1,0,100.0,0,1,0
44690,18,3,1,44.690000000000005,0,3,0
150377,15,5,0,100.0,1,5,0
104582,14,0,1,100.0,0,0,0
9234,6,1,0,9.234,0,1,0
5201,5,2,0,5.2010000000000005,0,2,0
15970,6,3,1,15.97,1,3,0
56658,14,3,1,56.657999999999994,0,3,0
87063,10,1,1,87.063,1,1,0
46732,5,4,1,46.732,1,4,0
82338,1,3,1,82.338,0,3,0
169185,2,1,1,100.0,1,1,0
92131,4,0,1,92.131,1,0,0
77805,20,3,0,77.805,0,3,0
111467,4,0,0,100.0,1,0,0
22778,12,3,1,22.778000000000002,0,3,0
130123,10,1,1,100.0,0,1,0
140969,1,0,1,100.0,0,0,0
198280,14,2,1,100.0,0,2,0
185585,23,4,1,100.0,1,4,0
157932,14,2,1,100.0,0,2,0
153121,13,0,0,100.0,1,0,1
84659,3,2,1,84.65899999999999,0,2,0
46904,4,1,0,46.904,0,1,0
174800,7,4,0,100.0,1,4,1
61940,5,0,0,61.94,1,0,0
57611,21,2,1,57.611000000000004,1,2,0
146982,15,1,1,100.0,1,1,1
35416,6,4,1,35.416,1,4,0
22598,1,0,1,22.598,1,0,0
179882,17,1,1,100.0,0,1,0
76014,6,1,1,76.01400000000001,1,1,0
7004,1,3,0,7.0040000000000004,1,3,0
170638,1,2,1,100.0,0,2,0
117942,5,2,0,100.0,0,2,0
123975,16,2,1,100.0,0,2,0
39364,7,2,1,39.364,0,2,0
95194,2,1,1,95.194,1,1,0
139933,15,3,1,100.0,1,3,0
7820,20,1,1,7.82,0,1,0
63584,14,1,0,63.583999999999996,1,1,0
56284,22,3,0,56.284,1,3,1
127102,17,1,0,100.0,0,1,0
164742,23,2,1,100.0,0,2,0
10812,23,0,0,10.812,1,0,0
132629,7,1,1,100.0,1,1,0
53958,5,0,1,53.958,1,0,0
124480,5,0,1,100.0,0,0,0
157790,12,2,1,100.0,1,2,0
67041,18,2,0,67.041,1,2,0
108586,15,3,1,100.0,0,3,0
64079,6,0,1,64.079,0,0,0
35221,21,1,1,35.221000000000004,0,1,0
7432,15,2,0,7.4319999999999995,0,2,0
72818,8,0,0,72.81800000000001,0,0,0
13823,19,1,1,13.822999999999999,1,1,0
53483,3,3,0,53.483000000000004,1,3,0
50313,8,2,1,50.312999999999995,1,2,0
171108,8,0,1,100.0,1,0,0
64747,6,3,0,64.747,0,3,0
1082,15,1,0,1.082,1,1,0
10601,1,3,0,10.600999999999999,1,3,0
182188,3,3,0,100.0,1,3,0
174536,15,0,0,100.0,1,0,1
347,5,0,1,0.347,0,0,0
6006,0,0,1,6.006,0,0,0
1781,6,2,1,1.781,0,2,0
147766,17,3,1,100.0,0,3,0
13294,8,4,1,13.294,0,4,1
135996,3,2,1,100.0,0,2,0
29743,21,2,0,29.743000000000002,0,2,0
177863,15,2,1,100.0,1,2,1
57717,20,0,1,57.717,1,0,0
127138,20,1,0,100.0,0,1,0
99697,0,0,0,99.697,0,0,0
84136,0,5,1,84.136,0,5,0
41208,10,2,0,41.208,0,2,0
117418,22,0,1,100.0,1,0,1
47787,11,1,1,47.787,0,1,0
196937,16,1,0,100.0,1,1,0
137557,15,2,1,100.0,1,2,0
5327,17,1,1,5.327,1,1,0
25347,19,4,1,25.346999999999998,1,4,0
121066,11,3,1,100.0,0,3,0
89642,13,0,0,89.642,0,0,1
94808,23,3,1,94.808,1,3,0
174907,3,2,1,100.0,0,2,0
155697,4,2,1,100.0,1,2,1
114788,4,5,1,100.0,0,5,1
19668,14,4,1,19.668,0,4,0
1635,6,3,1,1.635,1,3,0
87397,5,2,0,87.397,1,2,0
162764,5,2,0,100.0,0,2,0
19986,10,0,0,19.986,0,0,0
60162,21,0,0,60.162000000000006,0,0,0
143784,18,1,1,100.0,1,1,0
36629,16,0,0,36.629,0,0,0
116893,22,2,0,100.0,0,2,0
35184,5,0,1,35.184,1,0,0
90530,5,0,1,90.53,0,0,0
31846,3,2,0,31.846000000000004,1,2,0
38415,21,5,1,38.415,1,5,1
42676,14,2,1,42.675999999999995,1,2,0
122110,7,1,1,100.0,0,1,0
53449,16,0,0,53.449000000000005,1,0,0
32341,2,3,1,32.340999999999994,0,3,0
35551,15,4,1,35.551,1,4,1
81872,19,2,1,81.872,0,2,0
122002,11,1,1,100.0,1,1,0
10469,18,0,0,10.469000000000001,0,0,0
197400,10,0,1,100.0,1,0,0
69807,19,1,0,69.807,0,1,0
146444,22,2,0,100.0,0,2,0
83497,10,1,1,83.497,1,1,0
140516,20,3,1,100.0,0,3,0
28773,11,0,1,28.773,0,0,0
112952,11,3,0,100.0,0,3,0
88255,11,3,1,88.255,0,3,0
194840,3,0,1,100.0,0,0,0
99877,17,1,1,99.87700000000001,0,1,0
183848,7,1,1,100.0,1,1,0
61045,19,0,0,61.045,1,0,0
13186,19,3,0,13.186,0,3,0
72046,17,3,1,72.04599999999999,0,3,0
177305,20,0,1,100.0,0,0,0
90097,19,1,1,90.09700000000001,1,1,0
50359,12,3,0,50.358999999999995,1,3,0
134475,15,2,1,100.0,0,2,0
60932,20,0,0,60.931999999999995,0,0,0
56241,8,1,1,56.241,0,1,0
151990,5,2,1,100.0,1,2,0
23902,4,1,1,23.902,1,1,0
23072,9,1,1,23.072,0,1,0
145227,1,3,1,100.0,0,3,0
22007,20,0,1,22.006999999999998,1,0,0
56299,19,0,0,56.299,1,0,0
79453,3,0,0,79.453,0,0,0
88331,1,1,1,88.331,0,1,0
27550,0,4,0,27.55,0,4,1
142422,23,3,1,100.0,0,3,0
140986,13,2,1,100.0,1,2,0
165964,7,3,1,100.0,0,3,0
184365,23,0,1,100.0,1,0,0
145557,6,3,1,100.0,0,3,0
139277,1,5,1,100.0,1,5,0
45422,16,5,1,45.422000000000004,1,5,0
152101,9,1,1,100.0,1,1,0
3796,11,2,1,3.7960000000000003,1,2,0
52441,3,3,0,52.441,1,3,0
44961,9,3,1,44.961,1,3,0
186419,5,4,0,100.0,1,4,1
14968,12,2,1,14.968,0,2,0
9685,15,1,0,9.685,0,1,0
166728,16,3,1,100.0,0,3,0
52340,9,1,0,52.339999999999996,0,1,0
762,3,3,1,0.762,1,3,0
117139,7,2,1,100.0,0,2,0
192308,13,5,0,100.0,1,5,0
51026,22,3,0,51.026,0,3,0
187919,10,0,0,100.0,0,0,0
193150,7,1,1,100.0,0,1,0
58099,11,3,0,58.099000000000004,0,3,0
191189,19,2,1,100.0,1,2,0
33768,21,0,1,33.768,0,0,0
116354,20,3,0,100.0,0,3,0
965,4,1,0,0.9650000000000001,0,1,0
92825,11,3,1,92.825,0,3,0
21961,4,1,1,21.961,1,1,0
68211,6,4,0,68.211,0,4,1
46422,20,5,1,46.422000000000004,1,5,1
118517,4,1,0,100.0,0,1,0
5377,14,0,1,5.377,0,0,0
19819,18,3,0,19.819,0,3,0
36102,10,2,0,36.102000000000004,0,2,0
89486,9,4,1,89.486,0,4,0
61119,13,4,0,61.119,0,4,0
40502,20,3,0,40.502,1,3,0
46228,7,2,1,46.228,1,2,0
62415,16,2,1,62.415,1,2,0
173499,4,2,1,100.0,0,2,1
169975,5,0,0,100.0,1,0,1
140696,7,2,1,100.0,1,2,0
36525,2,2,1,36.525,1,2,0
166185,22,2,0,100.0,0,2,1
66220,23,0,0,66.22,0,0,0
41004,9,5,1,41.004000000000005,1,5,0
178058,19,2,1,100.0,0,2,1
15198,4,1,0,15.198,1,1,0
19958,6,5,1,19.958000000000002,0,5,0
40991,16,1,0,40.991,1,1,0
54236,18,1,1,54.236,0,1,0
165234,15,3,0,100.0,0,3,0
78098,6,0,1,78.098,0,0,0
69539,23,2,0,69.539,0,2,0
31208,6,1,1,31.208000000000002,1,1,0
188856,12,1,1,100.0,1,1,0
71604,18,2,0,71.604,0,2,0
50301,3,2,0,50.300999999999995,0,2,0
38368,10,2,1,38.368,1,2,0
153859,9,0,0,100.0,0,0,1
199,18,0,1,0.199,0,0,0
57463,2,2,0,57.462999999999994,0,2,0
45811,0,1,1,45.811,1,1,0
22070,5,2,1,22.07,0,2,0
98434,16,1,1,98.434,0,1,0
13441,14,3,1,13.441,1,3,0
13547,6,0,0,13.547,0,0,0
176226,3,2,1,100.0,0,2,0
23265,10,1,1,23.265,1,1,0
67961,7,2,0,67.961,0,2,0
6554,13,0,1,6.554,0,0,0
93414,13,2,0,93.414,0,2,0
118410,22,1,1,100.0,1,1,0
118336,4,0,1,100.0,0,0,0
141634,6,0,1,100.0,1,0,0
85348,10,3,0,85.348,0,3,0
66170,20,0,1,66.17,1,0,0
130064,17,1,0,100.0,0,1,0
33501,15,0,0,33.501,0,0,0
49986,16,2,1,49.986000000000004,1,2,0
54642,18,0,1,54.642,0,0,0
41212,8,1,0,41.211999999999996,0,1,0
53581,19,4,0,53.581,0,4,0
11644,13,3,0,11.644,0,3,0
115172,3,1,1,100.0,0,1,0
24301,19,0,1,24.301000000000002,0,0,0
116018,4,3,0,100.0,1,3,1
86718,6,0,0,86.71799999999999,0,0,0
158687,7,1,1,100.0,1,1,0
194216,9,5,0,100.0,0,5,0
5089,13,5,0,5.0889999999999995,1,5,1
111000,20,0,0,100.0,1,0,1
41339,14,0,0,41.339,0,0,0
14157,15,0,0,14.157,0,0,0
17950,0,1,1,17.95,0,1,0
105021,21,2,1,100.0,0,2,0
49343,14,1,1,49.342999999999996,1,1,0
25001,13,5,1,25.001,1,5,0
153316,3,4,0,100.0,0,4,0
62873,7,5,1,62.873000000000005,1,5,0
88948,0,0,1,88.94800000000001,0,0,0
57426,20,2,0,57.426,0,2,0
139877,23,2,1,100.0,1,2,0
116406,2,1,1,100.0,0,1,0
43663,20,1,1,43.663000000000004,0,1,0
141696,9,4,0,100.0,1,4,0
85657,21,0,0,85.65700000000001,1,0,1
195142,10,4,1,100.0,1,4,0
64782,18,5,1,64.782,0,5,0
98776,4,1,0,98.776,0,1,0
80745,0,4,1,80.745,1,4,0
177499,0,1,1,100.0,0,1,1
101971,22,3,1,100.0,1,3,0
148077,15,3,0,100.0,0,3,0
171878,19,3,1,100.0,1,3,1
137847,11,0,0,100.0,1,0,1
5359,5,2,1,5.359,1,2,0
30448,13,3,1,30.447999999999997,1,3,0
170827,8,0,0,100.0,0,0,0
29194,15,1,1,29.194,0,1,0
179509,15,5,1,100.0,0,5,0
107034,4,3,1,100.0,1,3,0
84415,18,5,1,84.41499999999999,0,5,0
12100,7,0,1,12.1,0,0,0
25973,8,3,0,25.973000000000003,0,3,0
99440,11,5,1,99.44,1,5,1
66498,18,2,0,66.498,0,2,0
173254,12,2,1,100.0,0,2,0
161789,18,5,1,100.0,0,5,1
82409,10,0,1,82.40899999999999,1,0,1
35910,2,0,1,35.91,1,0,0
193159,11,3,1,100.0,0,3,0
68937,8,4,1,68.937,0,4,0
17674,1,3,1,17.674,0,3,0
137226,5,1,0,100.0,0,1,1
36452,19,3,1,36.452,1,3,0
14898,18,1,1,14.898,1,1,0
87803,9,3,1,87.803,0,3,0
136156,16,1,0,100.0,0,1,1
194105,1,4,0,100.0,0,4,1
78866,11,0,0,78.866,0,0,0
43184,4,2,0,43.184,1,2,0
74840,0,3,0,74.83999999999999,1,3,0
67512,7,2,1,67.512,1,2,0
61690,1,0,1,61.69,1,0,0
2492,8,2,1,2.492,1,2,0
192754,8,3,1,100.0,0,3,0
178437,19,3,0,100.0,0,3,0
49365,3,2,1,49.364999999999995,0,2,0
35046,18,1,0,35.046,1,1,0
136321,14,1,0,100.0,0,1,0
183406,21,2,1,100.0,0,2,0
1410,11,3,1,1.41,0,3,0
30234,20,0,1,30.233999999999998,1,0,0
70707,7,3,0,70.707,0,3,0
131615,22,2,1,100.0,1,2,0
49031,3,2,1,49.031000000000006,0,2,0
151,16,3,0,0.151,1,3,0
135057,22,0,1,100.0,0,0,0
86909,8,2,0,86.909,0,2,0
50826,3,2,0,50.82600000000001,0,2,0
88136,8,4,1,88.13600000000001,1,4,1
30554,16,2,0,30.554,0,2,0
22451,2,3,0,22.451,0,3,0
171779,2,3,0,100.0,1,3,0
103087,13,5,0,100.0,1,5,0
78267,19,2,0,78.267,0,2,0
186958,8,0,0,100.0,0,0,0
32249,9,4,0,32.249,1,4,1
46712,2,2,0,46.711999999999996,1,2,0
111650,20,0,0,100.0,0,0,0
79547,17,1,0,79.547,0,1,0
15578,6,1,1,15.578,0,1,0
172274,22,2,1,100.0,1,2,0
81768,12,0,1,81.768,1,0,0
9767,23,1,1,9.767000000000001,0,1,0
51674,18,2,1,51.674,1,2,0
98177,6,2,0,98.177,0,2,0
94400,7,2,1,94.39999999999999,0,2,0
159283,4,2,1,100.0,0,2,0
34378,9,1,0,34.378,0,1,0
32022,0,0,0,32.022,1,0,0
24692,7,1,1,24.692,0,1,0
194067,6,0,1,100.0,1,0,0
94182,20,3,0,94.182,1,3,0
34329,21,3,1,34.329,0,3,0
136137,7,3,1,100.0,0,3,0
159964,23,1,1,100.0,0,1,0
16170,10,3,1,16.17,0,3,0
188173,20,2,1,100.0,0,2,0
87462,12,3,1,87.46199999999999,0,3,0
161754,6,3,0,100.0,0,3,0
93167,15,2,0,93.167,0,2,0
29375,21,1,0,29.375,0,1,0
81830,1,1,0,81.83,1,1,0
67439,0,2,1,67.43900000000001,0,2,0
36836,14,3,0,36.836,1,3,0
80336,17,3,1,80.336,0,3,0
17538,16,0,1,17.538,0,0,0
29703,17,0,1,29.703000000000003,1,0,0
11308,15,3,1,11.308,0,3,0
144098,2,0,1,100.0,1,0,0
118600,11,0,1,100.0,1,0,0
99999,16,2,1,99.99900000000001,0,2,0
24859,5,5,1,24.859,1,5,0
157137,20,0,1,100.0,0,0,0
163524,22,2,0,100.0,0,2,0
162618,13,2,1,100.0,1,2,0
39218,8,2,1,39.217999999999996,1,2,0
110405,3,0,0,100.0,0,0,0
8368,18,2,1,8.368,0,2,0
117119,22,3,1,100.0,0,3,0
175797,10,2,1,100.0,0,2,0
52394,16,3,1,52.394,0,3,0
89402,7,0,0,89.402,0,0,0
13543,0,4,1,13.543,0,4,1
47607,2,2,1,47.607,1,2,0
66686,9,0,1,66.686,0,0,0
49075,15,0,1,49.075,1,0,0
99162,11,3,1,99.16199999999999,0,3,0
41191,17,1,1,41.191,1,1,0
29881,7,0,0,29.881,1,0,1
82111,18,2,1,82.111,1,2,0
193421,19,1,1,100.0,1,1,0
27155,21,4,1,27.155,0,4,0
32664,11,0,1,32.664,1,0,0
153207,3,1,0,100.0,0,1,0
176356,5,3,1,100.0,0,3,0
84187,10,4,1,84.187,1,4,0
20568,21,4,1,20.568,0,4,1
96897,19,2,1,96.897,1,2,0
141335,11,1,1,100.0,0,1,0
108726,2,1,1,100.0,0,1,0
65490,22,1,0,65.49000000000001,1,1,0
164177,10,1,1,100.0,0,1,1
92963,8,3,0,92.963,0,3,0
66239,4,1,1,66.239,1,1,0
37304,2,0,0,37.303999999999995,0,0,0
182909,4,5,0,100.0,1,5,1
142651,22,0,0,100.0,1,0,0
119959,16,0,1,100.0,0,0,0
54767,18,3,1,54.766999999999996,1,3,0
39569,18,3,1,39.568999999999996,1,3,0
103399,11,0,0,100.0,0,0,0
9143,7,1,0,9.142999999999999,0,1,0
93204,19,2,1,93.204,1,2,0
44428,16,4,1,44.428,0,4,0
59892,23,2,1,59.892,1,2,0
118884,0,3,1,100.0,0,3,0
95169,1,0,1,95.169,1,0,0
132018,0,2,1,100.0,1,2,0
133721,20,3,1,100.0,1,3,0
50129,19,0,1,50.129000000000005,0,0,0
198405,22,2,1,100.0,0,2,0
118605,10,3,0,100.0,0,3,0
144590,10,0,1,100.0,0,0,0
88476,9,3,0,88.476,0,3,0
174966,4,1,1,100.0,1,1,0
168818,17,3,1,100.0,0,3,0
42202,21,3,1,42.202,0,3,0
87651,16,0,1,87.651,1,0,0
175269,1,2,1,100.0,1,2,0
57362,8,3,0,57.362,0,3,0
34336,18,2,0,34.336,0,2,0
48611,16,3,1,48.611,1,3,0
195077,16,2,0,100.0,0,2,1
110425,9,0,1,100.0,0,0,0
107817,14,2,0,100.0,1,2,0
100623,0,3,1,100.0,0,3,0
49327,21,5,1,49.327,0,5,0
11182,21,0,0,11.182,0,0,0
2619,10,4,1,2.619,1,4,1
74188,10,2,1,74.188,0,2,0
119435,3,3,1,100.0,1,3,0
148613,22,2,0,100.0,1,2,0
6490,13,5,1,6.49,1,5,1
154752,22,2,1,100.0,1,2,0
162589,17,1,1,100.0,0,1,0
97461,12,0,1,97.461,1,0,0
57583,18,2,1,57.583,0,2,0
198577,17,3,1,100.0,0,3,0
1654,21,4,1,1.654,1,4,1
16232,1,2,0,16.232,0,2,0
12666,3,2,1,12.666,1,2,0
70343,9,0,1,70.343,0,0,0
163228,6,5,1,100.0,1,5,0
71688,15,3,1,71.688,0,3,0
109721,16,0,0,100.0,1,0,0
47448,21,5,0,47.448,1,5,1
83495,5,2,0,83.49499999999999,0,2,0
58254,19,1,0,58.254,1,1,0
48236,11,1,0,48.236000000000004,1,1,1
193418,22,4,1,100.0,0,4,1
14567,20,2,1,14.567,1,2,0
196792,22,2,0,100.0,0,2,0
192879,12,5,1,100.0,0,5,1
154237,20,3,0,100.0,0,3,0
159985,18,0,1,100.0,0,0,0
113244,22,0,1,100.0,1,0,1
56382,13,2,1,56.382,0,2,0
64163,1,1,0,64.163,0,1,0
180491,8,5,0,100.0,1,5,0
109593,18,1,1,100.0,1,1,0
166257,10,1,0,100.0,1,1,0
185223,6,3,1,100.0,1,3,0
106461,18,3,0,100.0,1,3,0
118105,16,0,0,100.0,0,0,0
